"logRe_J" "logIe_J" "logsigma" "elogRe_J" "elogIe_J" "elogsigma"
0.319 3.047 2.349 0.063 0.094 0.05
0.231 3.45 2.374 0.051 0.076 0.039
0.426 3.19 2.35 0.034 0.051 0.033
0.419 2.97 2.205 0.032 0.048 0.04
0.128 3.295 2.217 0.038 0.057 0.03
0.531 3.097 2.292 0.036 0.053 0.026
0.171 3.26 2.18 0.058 0.085 0.069
0.698 2.716 2.225 0.044 0.065 0.046
0.42 3.06 2.075 0.049 0.073 0.095
0.403 3.154 2.274 0.043 0.064 0.037
0.419 3.215 2.347 0.043 0.064 0.034
-0.115 3.467 2.222 0.056 0.082 0.069
0.607 2.532 2.158 0.06 0.089 0.17
0.623 2.821 2.308 0.048 0.071 0.04
0.224 3.274 2.21 0.058 0.086 0.093
0.42 3.156 2.437 0.051 0.076 0.039
0.403 2.711 2.128 0.043 0.063 0.082
0.373 3.307 2.313 0.048 0.072 0.056
0.32 3.133 2.385 0.057 0.085 0.043
0.479 2.999 2.267 0.054 0.08 0.056
0.42 3.198 2.435 0.05 0.073 0.035
0.473 3.217 2.382 0.032 0.048 0.016
0.481 2.938 2.344 0.052 0.078 0.06
0.237 3.213 2.278 0.064 0.094 0.061
0.284 3.11 2.412 0.063 0.093 0.086
0.528 2.81 2.338 0.052 0.077 0.082
0.299 3.184 2.397 0.057 0.085 0.057
0.319 3.378 2.479 0.05 0.075 0.053
0.233 3.386 2.358 0.047 0.069 0.03
-0.339 3.662 2.099 0.047 0.07 0.058
0.419 3.019 2.186 0.057 0.084 0.097
0.462 3.109 2.332 0.048 0.072 0.043
0.619 3.009 2.369 0.032 0.048 0.013
0.325 3.133 2.179 0.04 0.059 0.077
0.125 3.407 2.235 0.059 0.087 0.051
0.142 3.323 2.145 0.038 0.057 0.051
0.435 3.005 2.161 0.054 0.08 0.086
0.305 3.181 2.208 0.058 0.086 0.046
0.519 2.756 2.18 0.059 0.087 0.078
0.336 3.087 2.204 0.054 0.08 0.056
0.632 2.931 2.475 0.043 0.064 0.044
0.431 2.85 2.377 0.054 0.08 0.057
0.462 2.942 2.197 0.057 0.084 0.08
0.291 3.22 2.333 0.032 0.048 0.023
0.379 2.934 2.14 0.063 0.094 0.122
0.532 3.114 2.452 0.043 0.064 0.052
0.38 3.084 2.271 0.057 0.085 0.074
0.341 3.087 2.203 0.049 0.072 0.04
0.513 2.842 2.137 0.046 0.068 0.07
0.752 2.378 2.19 0.036 0.053 0.066
0.183 3.349 2.257 0.062 0.092 0.064
0.196 3.406 2.402 0.058 0.086 0.05
0.311 3.104 2.305 0.06 0.089 0.043
0.119 3.098 2.156 0.063 0.093 0.172
0.261 3.18 2.327 0.064 0.094 0.08
0.363 3.181 2.254 0.04 0.06 0.029
0.322 3.305 2.309 0.032 0.048 0.023
0.122 3.226 2.113 0.032 0.048 0.05
0.217 3.474 2.397 0.054 0.08 0.056
0.163 3.205 2.207 0.045 0.066 0.033
0.427 3.059 2.308 0.043 0.064 0.037
0.33 3.184 2.305 0.055 0.082 0.056
0.573 3.207 2.328 0.032 0.048 0.01
0.226 3.352 2.252 0.044 0.065 0.059
0.12 3.208 2.126 0.058 0.086 0.09
0.479 2.868 2.221 0.043 0.063 0.064
0.683 3.143 2.552 0.032 0.048 0.02
0.032 3.322 2.229 0.051 0.076 0.039
0.423 3.352 2.309 0.035 0.052 0.021
0.679 2.524 2.167 0.043 0.064 0.101
0.278 3.36 2.515 0.039 0.058 0.034
0.276 3.214 2.279 0.061 0.09 0.059
0.333 3.16 2.14 0.043 0.064 0.081
0.296 2.966 2.079 0.054 0.081 0.087
-0.018 3.496 2.249 0.063 0.094 0.099
0.455 3.182 2.4 0.033 0.049 0.034
0.535 2.967 2.294 0.05 0.075 0.051
0.431 2.971 2.22 0.046 0.068 0.04
0.588 2.687 2.182 0.032 0.048 0.074
0.369 2.993 2.172 0.052 0.078 0.078
0.496 3.024 2.29 0.047 0.07 0.036
-0.098 3.774 2.282 0.053 0.078 0.051
0.326 3.109 2.223 0.059 0.088 0.062
0.324 2.858 2.305 0.064 0.094 0.096
0.647 2.667 2.179 0.038 0.056 0.065
0.18 3.307 2.22 0.057 0.085 0.083
0.805 2.491 2.244 0.046 0.068 0.07
-0.029 3.634 2.281 0.058 0.085 0.037
0.423 3.016 2.262 0.057 0.085 0.059
0.145 3.211 2.308 0.053 0.078 0.092
0.462 3.004 2.291 0.039 0.058 0.028
0.316 3.311 2.316 0.042 0.062 0.021
-0.006 3.446 2.263 0.032 0.048 0.027
0.416 3.167 2.457 0.052 0.077 0.036
0.451 3.283 2.374 0.032 0.048 0.027
0.147 3.445 2.164 0.059 0.088 0.075
0.323 3.42 2.221 0.049 0.073 0.027
0.287 3.312 2.336 0.045 0.067 0.053
0.15 3.471 2.229 0.061 0.09 0.085
0.126 3.374 2.107 0.057 0.085 0.059
0.125 3.291 2.347 0.042 0.062 0.042
0.459 3.247 2.444 0.033 0.049 0.022
0.223 3.163 2.067 0.051 0.076 0.155
0.379 3.114 2.252 0.046 0.068 0.052
0.522 2.924 2.353 0.042 0.062 0.04
0.462 3.062 2.342 0.049 0.072 0.062
0.165 3.29 2.268 0.056 0.083 0.058
0.008 3.551 2.307 0.058 0.086 0.042
0.237 3.123 2.281 0.056 0.083 0.073
0.353 3.127 2.341 0.047 0.07 0.06
-0.024 3.517 2.365 0.061 0.091 0.081
0.743 2.669 2.116 0.034 0.05 0.08
0.164 3.441 2.363 0.032 0.048 0.023
0.121 3.353 2.207 0.057 0.085 0.062
0.346 3.285 2.336 0.032 0.048 0.017
0.499 2.881 2.169 0.055 0.081 0.091
0.142 3.492 2.08 0.044 0.065 0.072
0.25 3.539 2.472 0.039 0.058 0.022
0.261 3.078 2.241 0.048 0.072 0.074
-0.14 3.792 2.164 0.061 0.091 0.076
0.14 3.614 2.287 0.045 0.067 0.074
0.678 2.853 2.21 0.032 0.048 0.028
0.044 3.417 2.176 0.061 0.09 0.086
0.607 2.891 2.262 0.037 0.054 0.052
0.196 3.141 2.118 0.06 0.088 0.12
0.181 3.389 2.171 0.051 0.075 0.104
-0.022 3.807 2.478 0.05 0.075 0.032
0.378 3.149 2.309 0.045 0.066 0.047
0.407 3.108 2.24 0.054 0.081 0.087
-0.06 3.603 2.415 0.062 0.091 0.082
0.407 3.005 2.337 0.059 0.087 0.05
0.382 3.128 2.174 0.046 0.068 0.056
0.411 3.215 2.353 0.05 0.074 0.037
0.251 3.364 2.338 0.046 0.068 0.039
0.201 3.176 2.179 0.061 0.09 0.069
0.155 3.231 2.264 0.061 0.09 0.088
0.38 3.171 2.351 0.043 0.064 0.029
0.407 3.326 2.267 0.035 0.052 0.089
0.412 3.314 2.446 0.032 0.048 0.057
-0.007 3.602 2.261 0.042 0.063 0.032
0.591 3.021 2.479 0.043 0.064 0.036
-0.02 3.506 2.224 0.063 0.094 0.138
0.486 2.938 2.134 0.032 0.048 0.035
0.391 3.084 2.319 0.058 0.086 0.051
0.446 2.819 2.199 0.032 0.048 0.023
0.41 3.088 2.304 0.053 0.079 0.049
0.072 3.429 2.26 0.058 0.086 0.073
0.111 3.295 2.203 0.058 0.086 0.068
0.494 2.962 2.325 0.032 0.048 0.019
0.429 3.06 2.169 0.044 0.065 0.06
0.33 3.303 2.404 0.042 0.063 0.045
0.666 2.944 2.269 0.032 0.048 0.04
0.876 2.734 2.413 0.032 0.048 0.015
0.188 3.239 2.157 0.056 0.083 0.117
0.459 2.696 2.077 0.055 0.082 0.179
0.445 3.305 2.493 0.036 0.053 0.054
0.326 3.208 2.156 0.053 0.079 0.048
0.227 3.36 2.233 0.051 0.075 0.037
0.279 3.25 2.374 0.045 0.066 0.033
0.031 3.277 2.116 0.064 0.094 0.069
0.32 3.001 2.286 0.056 0.083 0.064
0.491 3.206 2.39 0.033 0.049 0.032
0.188 2.751 2.118 0.044 0.065 0.103
0.559 2.849 2.362 0.052 0.078 0.059
0.019 3.426 2.176 0.063 0.093 0.125
0.416 3.072 2.365 0.032 0.048 0.038
-0.055 3.083 2.064 0.05 0.075 0.066
0.039 3.31 2.228 0.063 0.093 0.065
0.481 3.23 2.402 0.033 0.049 0.05
0.157 3.287 2.151 0.057 0.085 0.06
0.596 3.065 2.383 0.032 0.048 0.022
0.16 3.118 2.161 0.059 0.088 0.057
0.246 3.31 2.196 0.059 0.087 0.064
0.1 3.41 2.159 0.052 0.077 0.051
0.21 3.32 2.279 0.032 0.048 0.025
-0.073 3.572 2.299 0.032 0.048 0.018
0.384 3.197 2.169 0.046 0.068 0.061
0.198 3.178 2.116 0.032 0.048 0.027
0.195 3.275 2.307 0.053 0.079 0.047
0.395 3.101 2.34 0.053 0.079 0.078
0.105 3.43 2.428 0.051 0.076 0.053
0.127 3.18 2.139 0.06 0.088 0.14
0.366 3.038 2.303 0.052 0.078 0.04
0.459 3.146 2.294 0.037 0.055 0.032
0.011 3.258 2.146 0.04 0.06 0.042
0.097 2.916 2.059 0.058 0.087 0.1
0.366 3.25 2.344 0.032 0.048 0.036
0.274 3.209 2.115 0.032 0.048 0.032
0.302 3.227 2.126 0.058 0.086 0.132
0.266 3.222 2.338 0.032 0.048 0.038
0.317 3.079 2.22 0.048 0.07 0.053
0.679 2.664 2.243 0.05 0.074 0.073
0.339 3.426 2.321 0.049 0.072 0.049
0.301 3.168 2.311 0.049 0.072 0.047
0.314 3.091 2.232 0.061 0.091 0.064
0.193 3.128 2.106 0.06 0.089 0.158
0.512 3.006 2.232 0.046 0.068 0.047
0.208 3.356 2.298 0.05 0.074 0.043
0.473 3.2 2.401 0.033 0.049 0.03
0.511 3.245 2.552 0.032 0.048 0.025
0.326 3.126 2.373 0.051 0.075 0.075
0.306 3.265 2.28 0.055 0.081 0.039
0.261 3.273 2.26 0.058 0.086 0.052
0.165 3.448 2.435 0.048 0.071 0.037
0.465 3.377 2.525 0.032 0.048 0.01
0.223 3.255 2.24 0.063 0.093 0.053
0.343 2.891 2.141 0.053 0.079 0.062
0.111 3.348 2.206 0.032 0.048 0.073
0.37 2.926 2.179 0.063 0.093 0.136
0.111 3.51 2.241 0.032 0.048 0.037
0.147 3.299 2.221 0.039 0.058 0.033
0.473 2.686 2.124 0.054 0.08 0.154
0.618 2.927 2.393 0.032 0.048 0.024
0.228 3.345 2.225 0.058 0.085 0.061
0.343 3.22 2.273 0.053 0.079 0.039
0.218 3.28 2.228 0.052 0.077 0.1
0.243 3.24 2.255 0.062 0.091 0.055
0.595 2.774 2.268 0.053 0.079 0.067
0.581 2.935 2.342 0.038 0.056 0.038
0.214 3.384 2.312 0.057 0.085 0.043
0.652 2.614 2.162 0.032 0.048 0.046
0.273 3.21 2.384 0.059 0.088 0.045
0.496 3.063 2.458 0.047 0.07 0.031
0.201 3.163 2.308 0.058 0.085 0.04
0.029 3.464 2.235 0.062 0.092 0.056
0.515 3.053 2.36 0.046 0.068 0.028
0.527 2.89 2.237 0.032 0.048 0.019
0.546 2.825 2.158 0.053 0.079 0.137
0.436 2.939 2.233 0.032 0.048 0.02
0.266 3.003 2.213 0.034 0.051 0.036
0.635 2.686 2.131 0.051 0.076 0.071
0.263 3.363 2.356 0.044 0.065 0.031
0.049 3.32 2.309 0.063 0.093 0.082
0.381 3.181 2.297 0.042 0.063 0.033
0.313 3.22 2.32 0.042 0.063 0.038
0.092 3.428 2.296 0.054 0.08 0.06
0.646 2.606 2.23 0.043 0.064 0.063
0.092 3.469 2.409 0.05 0.074 0.043
0.418 3.265 2.339 0.032 0.048 0.013
0.074 2.91 2.191 0.06 0.089 0.089
0.174 3.306 2.061 0.063 0.094 0.113
0.054 3.474 2.243 0.058 0.085 0.046
0.206 3.433 2.347 0.056 0.082 0.039
0.12 3.49 2.331 0.063 0.094 0.038
-0.067 3.455 2.193 0.032 0.048 0.028
0.189 3.307 2.176 0.053 0.078 0.053
0.223 3.336 2.403 0.046 0.069 0.062
0.218 3.233 2.223 0.064 0.094 0.055
0.349 3.146 2.172 0.047 0.07 0.054
0.478 3.259 2.402 0.032 0.048 0.018
0.131 3.17 2.055 0.06 0.088 0.117
0.197 3.377 2.165 0.032 0.048 0.022
0.413 3.133 2.15 0.041 0.06 0.063
0.146 3.101 2.185 0.063 0.094 0.081
0.192 3.439 2.299 0.045 0.067 0.083
0.466 3.248 2.255 0.032 0.048 0.018
0.209 3.166 2.096 0.054 0.081 0.139
0.672 2.759 2.287 0.037 0.055 0.078
-0.198 3.561 2.195 0.038 0.057 0.055
0.08 3.42 2.233 0.048 0.072 0.04
0.332 3.156 2.2 0.058 0.086 0.073
0.217 3.255 2.125 0.063 0.093 0.121
0.312 3.11 2.411 0.035 0.052 0.029
0.433 3.102 2.377 0.039 0.058 0.037
-0.01 3.486 2.364 0.059 0.087 0.052
0.209 3.182 2.281 0.054 0.08 0.065
0.382 2.851 2.179 0.055 0.082 0.083
-0.002 3.588 2.252 0.063 0.094 0.084
0.28 3.234 2.248 0.046 0.069 0.037
0.362 3.165 2.311 0.054 0.08 0.033
0.326 3.169 2.409 0.058 0.086 0.037
0.373 2.808 2.094 0.056 0.082 0.074
0.538 2.891 2.274 0.053 0.079 0.059
0.374 3.193 2.089 0.032 0.048 0.032
0.352 3.394 2.333 0.034 0.051 0.037
0.281 2.998 2.186 0.043 0.063 0.038
-0.123 3.598 2.236 0.045 0.067 0.068
0.264 3.393 2.294 0.038 0.056 0.055
0.497 2.563 2.079 0.053 0.078 0.157
0.179 3.274 2.164 0.055 0.081 0.094
0.605 2.969 2.301 0.033 0.048 0.034
0.27 3.343 2.323 0.032 0.048 0.031
0.494 2.981 2.288 0.041 0.061 0.056
0.434 3.017 2.178 0.043 0.064 0.083
0.193 3.3 2.206 0.037 0.055 0.03
0.27 3.177 2.38 0.051 0.076 0.036
0.355 3 2.263 0.052 0.076 0.068
0.082 3.381 2.426 0.053 0.079 0.09
0.454 2.987 2.346 0.055 0.081 0.043
0.202 3.073 2.174 0.048 0.071 0.074
0.484 2.685 2.289 0.054 0.08 0.058
0.097 3.569 2.494 0.06 0.088 0.056
0.027 3.523 2.336 0.057 0.084 0.04
0.356 2.898 2.063 0.059 0.088 0.118
0.735 2.431 2.119 0.049 0.073 0.152
-0.116 3.563 2.259 0.032 0.048 0.04
0.363 3.385 2.427 0.039 0.058 0.029
0.468 3.007 2.25 0.042 0.063 0.05
0.151 3.29 2.2 0.056 0.083 0.064
0.139 3.499 2.35 0.052 0.078 0.044
0.338 3.25 2.275 0.046 0.069 0.056
0.325 3.076 2.196 0.06 0.089 0.096
0.445 2.928 2.205 0.047 0.07 0.063
0.004 3.66 2.155 0.053 0.079 0.062
0.081 3.308 2.245 0.061 0.09 0.078
0.195 3.423 2.362 0.06 0.088 0.035
0.118 3.427 2.127 0.039 0.058 0.042
-0.25 3.939 2.445 0.032 0.048 0.018
0.16 3.148 2.15 0.06 0.089 0.099
0.386 3.118 2.333 0.043 0.064 0.039
0.287 3.144 2.259 0.05 0.074 0.065
0.261 3.337 2.439 0.058 0.086 0.085
0.302 3.002 2.237 0.056 0.082 0.075
0.461 2.994 2.262 0.032 0.048 0.029
0.133 3.215 2.158 0.061 0.09 0.088
0.587 2.894 2.35 0.038 0.056 0.053
0.269 2.835 2.114 0.062 0.092 0.119
0.023 3.359 2.221 0.059 0.088 0.067
0.245 3.172 2.052 0.061 0.091 0.106
-0.095 3.486 2.186 0.061 0.09 0.075
0.632 2.682 2.229 0.032 0.048 0.07
0.32 3.283 2.333 0.042 0.062 0.034
0.409 3.044 2.368 0.045 0.066 0.041
0.395 3.234 2.31 0.042 0.062 0.066
0.502 2.859 2.357 0.044 0.065 0.061
-0.293 3.904 2.298 0.046 0.068 0.031
0.002 3.522 2.371 0.059 0.087 0.048
0.23 3.33 2.262 0.048 0.071 0.059
0.304 2.953 2.198 0.032 0.048 0.061
0.296 3.084 2.224 0.056 0.083 0.062
-0.021 3.796 2.337 0.047 0.069 0.036
0.064 3.482 2.177 0.033 0.049 0.023
0.519 2.916 2.253 0.051 0.076 0.08
0.548 3.041 2.406 0.043 0.064 0.036
0.264 3.267 2.338 0.06 0.089 0.039
0.521 2.943 2.253 0.033 0.049 0.067
0.543 2.774 2.119 0.044 0.065 0.091
0.021 3.547 2.305 0.032 0.048 0.015
0.228 3.205 2.205 0.034 0.05 0.025
0.161 2.955 2.13 0.064 0.094 0.143
0.535 3.088 2.308 0.046 0.067 0.039
0.659 2.653 2.17 0.032 0.048 0.027
0.034 3.223 2.111 0.033 0.049 0.06
0.142 3.151 2.187 0.042 0.063 0.064
0.43 2.89 2.227 0.049 0.072 0.065
0.241 3.397 2.327 0.032 0.048 0.032
0.713 3.001 2.44 0.032 0.048 0.022
0.222 3.28 2.271 0.062 0.092 0.067
0.526 2.754 2.088 0.032 0.048 0.037
-0.03 3.484 2.291 0.058 0.086 0.067
0.113 3.641 2.406 0.032 0.048 0.017
0.281 3.266 2.351 0.058 0.086 0.051
0.234 3.18 2.177 0.034 0.05 0.041
-0.02 3.305 2.108 0.032 0.048 0.034
-0.023 3.546 2.24 0.064 0.095 0.071
-0.036 3.367 2.215 0.06 0.089 0.103
0.265 3.077 2.255 0.062 0.091 0.056
0.4 3.155 2.21 0.052 0.077 0.045
0.329 3.253 2.381 0.036 0.053 0.041
0.468 3.177 2.357 0.047 0.069 0.044
0.269 3.011 2.201 0.064 0.094 0.074
0.054 3.331 2.079 0.063 0.093 0.084
0.113 3.46 2.279 0.045 0.066 0.107
0.322 3.419 2.33 0.036 0.053 0.038
0.36 3.274 2.259 0.042 0.063 0.038
0.903 2.571 2.371 0.036 0.054 0.046
0.45 3.162 2.248 0.043 0.064 0.029
0.62 2.379 2.122 0.055 0.082 0.084
0.046 3.72 2.204 0.037 0.055 0.039
0.177 3.422 2.268 0.048 0.071 0.045
0.281 3.271 2.178 0.049 0.073 0.039
0.381 2.998 2.269 0.062 0.091 0.047
-0.109 3.551 2.268 0.047 0.07 0.026
0.247 3.226 2.295 0.055 0.081 0.035
0.481 2.852 2.206 0.059 0.087 0.086
0.238 3.369 2.323 0.047 0.07 0.088
0.574 2.704 2.154 0.055 0.081 0.073
0.294 3.007 2.089 0.059 0.087 0.127
0.741 2.784 2.382 0.038 0.056 0.036
0.284 3.068 2.218 0.056 0.083 0.069
0.26 3.075 2.208 0.043 0.064 0.04
0.281 3.027 2.159 0.059 0.087 0.135
0.436 3.095 2.321 0.042 0.063 0.072
0.313 3.114 2.252 0.05 0.074 0.037
0.484 2.952 2.215 0.032 0.048 0.027
0.526 3.034 2.37 0.037 0.056 0.039
0.348 3.176 2.352 0.054 0.079 0.049
0.225 3.493 2.419 0.056 0.083 0.04
0.296 3.192 2.23 0.051 0.076 0.063
0.255 3.291 2.131 0.056 0.083 0.123
0.472 3.189 2.292 0.043 0.064 0.049
0.236 2.978 2.182 0.032 0.048 0.04
0.352 3.223 2.332 0.04 0.06 0.039
0.071 3.283 2.146 0.054 0.081 0.097
0.259 2.874 2.146 0.061 0.09 0.119
0.23 3.226 2.327 0.06 0.088 0.045
0.054 3.195 2.302 0.062 0.091 0.067
0.6 3.089 2.483 0.036 0.053 0.028
0.151 3.402 2.118 0.051 0.075 0.11
0.01 3.267 2.125 0.05 0.074 0.064
0.063 3.445 2.118 0.032 0.048 0.039
0.015 3.212 2.094 0.062 0.092 0.167
0.426 3.256 2.484 0.043 0.064 0.044
0.208 2.987 2.067 0.063 0.093 0.087
0.11 3.254 2.25 0.062 0.092 0.082
0.053 3.755 2.319 0.044 0.065 0.031
0.362 3.22 2.277 0.053 0.079 0.049
0.637 2.939 2.434 0.032 0.048 0.039
0.096 3.296 2.308 0.062 0.091 0.051
0.338 3.145 2.17 0.046 0.068 0.104
0.652 3.069 2.489 0.035 0.052 0.026
0.333 3.402 2.483 0.032 0.048 0.025
0.306 3.106 2.208 0.063 0.094 0.091
0.483 2.818 2.261 0.053 0.078 0.081
0.33 3.231 2.212 0.043 0.064 0.112
0.245 3.113 2.255 0.055 0.081 0.045
-0.17 3.707 2.187 0.049 0.072 0.033
0.488 3.076 2.476 0.032 0.048 0.044
0.473 3.087 2.335 0.032 0.048 0.021
0.13 3.372 2.107 0.059 0.088 0.077
0.328 3.104 2.22 0.051 0.075 0.053
0.428 2.936 2.121 0.059 0.087 0.104
0.223 3.216 2.076 0.059 0.088 0.089
0.442 2.9 2.318 0.05 0.073 0.065
0.275 3.069 2.077 0.032 0.048 0.037
0.015 3.489 2.119 0.058 0.086 0.079
0.286 3.213 2.271 0.032 0.048 0.023
-0.106 3.77 2.427 0.063 0.094 0.043
-0.09 3.064 2.144 0.051 0.076 0.084
0.459 3.153 2.348 0.043 0.064 0.025
0.382 2.996 2.224 0.062 0.092 0.077
0.614 2.593 2.123 0.053 0.078 0.144
0.493 2.874 2.241 0.052 0.076 0.043
0.183 3.223 2.329 0.055 0.082 0.051
0.019 3.535 2.372 0.06 0.089 0.065
0.504 2.646 2.212 0.06 0.088 0.112
0.388 3.162 2.349 0.053 0.078 0.032
0.186 3.259 2.181 0.063 0.093 0.136
0.183 3.368 2.191 0.062 0.091 0.058
0.321 3.248 2.346 0.043 0.063 0.07
0.156 3.258 2.376 0.059 0.088 0.064
0.395 2.992 2.229 0.032 0.048 0.023
0.257 3.046 2.087 0.059 0.088 0.104
0.606 3.128 2.445 0.032 0.048 0.035
0.751 2.74 2.29 0.041 0.06 0.055
0.26 3.033 2.097 0.057 0.085 0.106
0.457 2.851 2.227 0.059 0.088 0.044
-0.138 3.605 2.214 0.036 0.054 0.047
0.752 2.537 2.205 0.049 0.072 0.052
0.177 3.198 2.178 0.055 0.082 0.093
0.219 3.186 2.251 0.047 0.07 0.045
0.688 2.693 2.187 0.048 0.072 0.101
-0.3 3.754 2.29 0.055 0.082 0.045
0.418 3.113 2.307 0.042 0.062 0.034
0.028 3.478 2.261 0.032 0.048 0.028
0.338 3.209 2.32 0.049 0.072 0.05
0.332 3.072 2.135 0.055 0.081 0.113
0.195 3.28 2.38 0.061 0.09 0.058
0.405 3.296 2.391 0.042 0.062 0.031
0.194 3.172 2.256 0.058 0.086 0.057
0.329 3.123 2.34 0.051 0.076 0.035
0.185 3.19 2.367 0.057 0.084 0.041
0.499 2.627 2.289 0.062 0.091 0.067
0.327 3.344 2.496 0.04 0.059 0.038
0.393 3.081 2.248 0.051 0.076 0.061
0.359 3.187 2.395 0.046 0.068 0.044
0.182 3.185 2.184 0.058 0.086 0.082
0.215 3.319 2.244 0.058 0.086 0.048
0.53 3.12 2.335 0.037 0.055 0.062
0.428 3.236 2.417 0.033 0.049 0.025
0.198 3.166 2.117 0.04 0.059 0.045
0.434 2.903 2.082 0.032 0.048 0.078
0.645 2.878 2.241 0.038 0.057 0.05
0.322 3.012 2.094 0.037 0.055 0.036
0.268 3.221 2.092 0.044 0.065 0.093
0.418 3.106 2.329 0.032 0.048 0.016
0.265 2.954 2.232 0.059 0.088 0.109
0.177 3.08 2.062 0.053 0.078 0.067
0.164 3.042 2.175 0.057 0.084 0.08
0.194 3.359 2.405 0.051 0.076 0.026
0.353 3.243 2.271 0.04 0.059 0.051
0.477 2.989 2.294 0.032 0.048 0.049
0.067 3.508 2.126 0.051 0.075 0.111
0.618 2.624 2.127 0.032 0.048 0.059
0.452 3.095 2.139 0.037 0.055 0.071
0.471 3.094 2.343 0.032 0.048 0.015
0.437 2.772 2.325 0.06 0.089 0.101
0.224 3.225 2.169 0.05 0.074 0.124
0.238 2.908 2.192 0.059 0.088 0.047
0.212 3.054 2.137 0.058 0.086 0.102
0.191 3.205 2.269 0.057 0.084 0.069
0.329 3.109 2.178 0.035 0.051 0.039
0.521 3.049 2.311 0.046 0.068 0.05
0.369 3.278 2.28 0.032 0.048 0.019
0.172 3.487 2.347 0.035 0.052 0.024
0.346 3.134 2.197 0.044 0.064 0.053
-0.094 3.838 2.285 0.057 0.084 0.062
0.015 3.258 2.168 0.034 0.05 0.027
0.443 3.138 2.35 0.032 0.048 0.019
0.215 3.353 2.212 0.049 0.072 0.08
0.508 2.736 2.15 0.059 0.088 0.069
0.05 3.317 2.264 0.048 0.072 0.04
0.219 3.313 2.436 0.042 0.063 0.027
0.157 3.333 2.298 0.06 0.088 0.081
0.102 3.478 2.273 0.054 0.081 0.093
0.582 2.92 2.289 0.041 0.06 0.041
0.243 3.101 2.348 0.06 0.089 0.069
0.445 3.189 2.328 0.039 0.057 0.028
0.147 3.406 2.355 0.049 0.072 0.039
0.339 3.263 2.473 0.055 0.081 0.089
0.174 3.251 2.179 0.034 0.051 0.062
0.502 2.616 2.105 0.04 0.059 0.069
0.257 3.203 2.34 0.064 0.095 0.074
0.504 2.845 2.258 0.051 0.076 0.077
0.109 3.358 2.124 0.032 0.048 0.03
0.329 3.447 2.444 0.032 0.048 0.019
0.409 2.955 2.247 0.059 0.087 0.098
-0.027 3.643 2.291 0.053 0.079 0.089
0.572 2.521 2.087 0.059 0.087 0.205
0.516 2.933 2.352 0.032 0.048 0.028
0.276 3.165 2.273 0.036 0.054 0.051
0.294 2.831 2.193 0.063 0.094 0.074
0.373 3.052 2.299 0.032 0.048 0.053
0.343 2.958 2.246 0.051 0.075 0.081
0.357 3.172 2.264 0.057 0.084 0.067
0.328 2.935 2.136 0.058 0.087 0.123
0.138 3.569 2.256 0.032 0.048 0.015
-0.048 3.329 2.104 0.056 0.083 0.063
0.393 3.277 2.393 0.04 0.06 0.023
-0.035 3.387 2.291 0.063 0.093 0.074
0.103 3.453 2.279 0.056 0.083 0.054
0.321 3.269 2.347 0.049 0.073 0.059
0.254 3.255 2.315 0.056 0.083 0.039
0.492 3.029 2.312 0.046 0.068 0.085
0.216 3.287 2.185 0.046 0.068 0.049
0.352 3.169 2.235 0.032 0.048 0.044
0.276 3.304 2.398 0.046 0.068 0.025
-0.147 3.637 2.099 0.054 0.081 0.131
0.12 3.491 2.275 0.052 0.077 0.1
0.353 3.14 2.398 0.044 0.065 0.062
0.128 3.598 2.466 0.049 0.072 0.038
0.077 3.281 2.281 0.064 0.095 0.083
0.265 3.012 2.124 0.053 0.079 0.107
0.041 3.359 2.256 0.05 0.074 0.035
0.677 2.923 2.216 0.04 0.06 0.065
0.625 2.358 2.132 0.035 0.051 0.133
0.193 3.54 2.323 0.053 0.079 0.058
0.256 2.969 2.127 0.061 0.09 0.081
0.509 2.734 2.309 0.062 0.091 0.075
0.448 2.923 2.107 0.058 0.086 0.115
0.007 3.494 2.213 0.032 0.048 0.024
0.19 3.202 2.245 0.058 0.085 0.067
0.253 2.956 2.145 0.063 0.093 0.117
0.633 2.721 2.196 0.05 0.074 0.067
0.21 3.43 2.328 0.039 0.058 0.037
0.108 3.414 2.351 0.052 0.078 0.046
0.049 3.48 2.23 0.058 0.086 0.044
0.265 3.305 2.371 0.051 0.076 0.04
0.786 2.711 2.363 0.036 0.054 0.027
0.364 3.067 2.31 0.059 0.088 0.052
0.281 3.226 2.333 0.06 0.089 0.056
0.152 3.463 2.287 0.06 0.089 0.065
0.304 2.739 2.093 0.055 0.082 0.125
0.474 2.853 2.204 0.047 0.07 0.099
0.031 3.456 2.15 0.044 0.065 0.047
0.13 3.436 2.29 0.061 0.09 0.039
0.143 3.245 2.182 0.062 0.092 0.098
0.69 2.573 2.111 0.045 0.067 0.083
0.406 3.407 2.322 0.044 0.065 0.05
0.439 3.096 2.365 0.032 0.048 0.019
0.39 3.158 2.307 0.054 0.08 0.045
0.106 3.45 2.082 0.032 0.048 0.027
0.058 3.45 2.168 0.04 0.059 0.098
0.19 3.217 2.156 0.035 0.052 0.03
0.548 2.964 2.307 0.032 0.048 0.023
0.524 3.044 2.279 0.032 0.048 0.029
0.424 3.132 2.383 0.051 0.076 0.039
0.327 3.151 2.259 0.058 0.085 0.053
0.109 3.289 2.256 0.056 0.083 0.04
